ENTRY;Ranking;REASON;
CVE-2019-5024;1;SmartLinx se desarrolló para conectar dispositivos médicos en un sistema integrado que no solo proporciona conectividad con registros médicos electrónicos (EMR) y otros sistemas de información, sino que también ofrece monitoreo, administración y análisis en tiempo real Datos del paciente. Puede complicar de manera crítica si uno de los dispositivos conectados es de apoyo vital al paciente.;
CVE-2019-9607;0;Una vulnerabilidad ha sido encontrada en PHP Scripts Mall Medical Script 3.0.3 (Software de lenguaje de programación) y clasificada como crítica. Una función desconocida es afectada por esta vulnerabilidad. Debido a la manipulación con una entrada desconocida, se genera una vulnerabilidad transversal del directorio. Al no comprometer directmente la criticidad de salud de un paciente se la consideró baja;
CVE-2017-12701;1;BMC Medical Luna CPAP Machines es una máquina de terapia de presión positiva continua en las vías respiratorias (CPAP). Al atentarse contra la disponibilidad, puede comprometer el apoyo vital a un paciente y esto iimplica criticidad;
CVE-2017-2704;0;HiHealthApp almacena claves de cifrado en el sistema y si el atacane hace ingeniería inversa puede descubrirlas y obtener información del paciente. Al no ser un sistema de apoyo vital al paciente se consideró como bajo.;
CVE-2018-1000645;0;La aplicación LibreHealth EHR es un sistema de registro de salud electrónico (EHR). Al no ser un sistema de apoyo vital para el paciente, se lo ha ctalogado como bajo;
CVE-2018-18975;0;El sistema inteligente de medición y aplicación CONTOUR® NEXT ONE combina una precisión notable con facilidad de uso para beneficiar a una amplia gama de pacientes que viven con diabetes. Al ser un sistema de reportería y no atentarse contra la disponibilidad. Se considera bajo.;
CVE-2018-18976;0;El sistema inteligente de medición y aplicación CONTOUR® NEXT ONE combina una precisión notable con facilidad de uso para beneficiar a una amplia gama de pacientes que viven con diabetes. Al ser un sistema de reportería y no atentarse contra la disponibilidad. Se considera bajo.;
CVE-2018-18977;0;El sistema inteligente de medición y aplicación CONTOUR® NEXT ONE combina una precisión notable con facilidad de uso para beneficiar a una amplia gama de pacientes que viven con diabetes. Al ser un sistema de reportería y no atentarse contra la disponibilidad. Se considera bajo.;
CVE-2018-18978;0;El sistema inteligente de medición y aplicación CONTOUR® NEXT ONE combina una precisión notable con facilidad de uso para beneficiar a una amplia gama de pacientes que viven con diabetes. Al ser un sistema de reportería y no atentarse contra la disponibilidad. Se considera bajo.;
CVE-2018-18979;0;El sistema inteligente de medición y aplicación CONTOUR® NEXT ONE combina una precisión notable con facilidad de uso para beneficiar a una amplia gama de pacientes que viven con diabetes. Al ser un sistema de reportería y no atentarse contra la disponibilidad. Se considera bajo.;
CVE-2018-7510;1;BeaconMedaes se encarga de la producción de aire médico. Al ser vital para el apoyo del paciente se ha catalogado como crítico.;
CVE-2018-7518;1;BeaconMedaes se encarga de la producción de aire médico. Al ser vital para el apoyo del paciente se ha catalogado como crítico.;
CVE-2018-7526;1;BeaconMedaes se encarga de la producción de aire médico. Al ser vital para el apoyo del paciente pero no comprometer la integridad y disponibilidad se ha catalogado como alto.;
CVE-2019-11687;1;los archivos TIFF / DICOM de doble propósito se utilizan en imágenes digitales de diapositivas completas para aplicaciones en medicina. Al afectar el funcionamiento de los sistemas de apoyo vital para el paciente se lo ha consiiderado como alta.;
CVE-2004-0624;0;Artmedic en un CMS que está destinado principalmente a la creación de sitios web pequeños y medianos y por ende a gestionar información del paciente, al no ser un sistema de apoyo vital, su prioridad ha sido considerada como baja.;
CVE-2006-2119;0;Artmedic en un CMS que está destinado principalmente a la creación de sitios web pequeños y medianos y por ende a gestionar información del paciente, al no ser un sistema de apoyo vital, su prioridad ha sido considerada como baja.;
CVE-2006-2608;0;Artmedic en un CMS que está destinado principalmente a la creación de sitios web pequeños y medianos y por ende a gestionar información del paciente, el módulo de newsletter es un componente más y al no ser un sistema de apoyo vital, su prioridad ha sido considerada como baja.;
CVE-2006-2609;0;Artmedic en un CMS que está destinado principalmente a la creación de sitios web pequeños y medianos y por ende a gestionar información del paciente, el módulo de newsletter es un componente más y al no ser un sistema de apoyo vital, su prioridad ha sido considerada como baja.;
CVE-2006-4905;0;Artmedic en un CMS que está destinado principalmente a la creación de sitios web pequeños y medianos y por ende a gestionar información del paciente, el módulo de newsletter es un componente más y al no ser un sistema de apoyo vital, su prioridad ha sido considerada como baja.;
CVE-2007-5489;0;Artmedic en un CMS que está destinado principalmente a la creación de sitios web pequeños y medianos y por ende a gestionar información del paciente, el módulo de newsletter es un componente más y al no ser un sistema de apoyo vital, su prioridad ha sido considerada como baja.;
CVE-2007-5600;0;Artmedic en un CMS que está destinado principalmente a la creación de sitios web pequeños y medianos y por ende a gestionar información del paciente, el módulo de newsletter es un componente más y al no ser un sistema de apoyo vital, su prioridad ha sido considerada como baja.;
